,Train,Test,Val
accuracy,0.5229819345986737,0.5338208409506399,0.506578947368421
F1,0.6709779179810725,0.6730769230769231,0.6551724137931034
recall,0.9324857518632179,0.9275618374558304,0.8796296296296297
precission,0.5240206947524021,0.528169014084507,0.521978021978022
kappa,0.009294867687367314,0.04040369295119639,-0.04138120032885717
