,Train,Test,Val
accuracy,0.552709810198948,0.4963436928702011,0.5016447368421053
F1,0.6129798179659676,0.5552865213882163,0.5470852017937219
recall,0.6790881192459448,0.607773851590106,0.5648148148148148
precission,0.5586007933645871,0.5111441307578009,0.5304347826086957
kappa,0.09492698754253115,-0.01543722520762092,-0.00563343377440062
