,Train,Test,Val
accuracy,0.8625672043010753,0.786833855799373,0.7405375754251234
F1,0.8687840872633943,0.807909604519774,0.781725888324873
recall,0.8763754045307444,0.8679817905918058,0.8759048603929679
precission,0.861323155216285,0.7556142668428005,0.7058333333333333
kappa,0.724538734364222,0.5710341247574435,0.47087794182890597
