Date,open,high,low,close,adj_close,volume,direction_num,direction,rsi_3,rsi_7,rsi_14,BBB_3_2.0,BBP_3_2.0,BBB_7_2.0,BBP_7_2.0,BBB_14_2.0,BBP_14_2.0,STOCHk_14_3_3,STOCHd_14_3_3,atr_3,atr_7,atr_14,cmf_3,cmf_7,cmf_14,ADX_3,DMP_3,DMN_3,ADX_7,DMP_7,DMN_7,ADX_14,DMP_14,DMN_14,pos_sma_3,pos_sma_7,pos_sma_14,pos_ema_3,pos_ema_7,pos_ema_14,pos_BBL_3_2.0,pos_BBM_3_2.0,pos_BBU_3_2.0,pos_BBL_7_2.0,pos_BBM_7_2.0,pos_BBU_7_2.0,pos_BBL_14_2.0,pos_BBM_14_2.0,pos_BBU_14_2.0
2010-03-05,5816.18994140625,5880.25,5808.35986328125,5877.35986328125,5877.35986328125,111636900,61.169921875,1,72.77959510731664,66.94464750357987,58.323424298473554,1.1656869176361895,2.9754418521601336,7.235334053769701,6.874300202930846,6.446277508806994,6.561621899350043,95.2725542628807,89.94622624910501,77.04590035192811,87.18787975051009,92.20674481749491,0.5546704671302157,0.3414319970029765,0.18851540914039755,-4.5911613771140765,43.40428260424462,-47.9954439813587,-4.5911613771140765,43.40428260424462,-47.9954439813587,-4.5911613771140765,43.40428260424462,-47.9954439813587,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-08,5891.740234375,5894.18994140625,5865.43994140625,5875.91015625,5875.91015625,87016800,-15.830078125,0,85.19405468335971,73.68971179445731,62.89240202427305,2.3741772205719385,1.1656869176361895,8.025260245361476,7.235334053769701,6.753187936388498,6.446277508806994,95.38646194850651,95.27058690175097,79.67399220865094,86.86498467811957,91.66625699630639,0.5566709967266433,0.43181259510090514,0.26847654232668233,10.595593562513386,46.87283003509767,-36.277236472584285,10.595593562513386,46.87283003509767,-36.277236472584285,10.595593562513386,46.87283003509767,-36.277236472584285,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2010-03-09,5872.56982421875,5900.16015625,5838.169921875,5885.89013671875,5885.89013671875,97415100,13.3203125,1,84.17647224182849,73.38101707246392,62.761465996402535,2.621538145314334,2.3741772205719385,6.285646216256932,8.025260245361476,7.21028557141906,6.753187936388498,94.7526799932192,95.13723206820214,62.69932793694095,78.55477153629066,87.00625100986942,0.2608710946249873,0.5988525586005786,0.19155367989675823,22.257654637362975,46.82791288795781,-24.570258250594833,22.257654637362975,46.82791288795781,-24.570258250594833,22.257654637362975,46.82791288795781,-24.570258250594833,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-10,5882.759765625,5951.93017578125,5874.75,5936.72021484375,5936.72021484375,98407000,53.96044921875,1,85.91384669786808,74.2474574736873,63.3274911502855,0.29952909565333885,2.621538145314334,4.073879658963544,6.285646216256932,7.723830054790611,7.21028557141906,96.8814713005296,95.67353774741844,62.46296341441732,76.1864371583015,85.15827004523041,0.4444555426086816,0.5552226345324988,0.2611332466623094,31.93707238710431,45.205864510159316,-13.268792123055007,31.93707238710431,45.205864510159316,-13.268792123055007,31.93707238710431,45.205864510159316,-13.268792123055007,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-11,5913.169921875,5954.5498046875,5906.83984375,5928.6298828125,5928.6298828125,92700100,15.4599609375,1,92.33959889885018,78.42109328520161,66.1496538006868,1.8053975454462572,0.29952909565333885,3.6175242203661764,4.073879658963544,8.4885691247781,7.723830054790611,95.96443059630423,95.86619396335102,67.36870089599482,76.32850120637646,84.57034946241966,0.3130732879304097,0.5163029316841136,0.2510099355458868,43.21152759830238,45.18425577708591,-1.9727281787835302,43.21152759830238,45.18425577708591,-1.9727281787835302,43.21152759830238,45.18425577708591,-1.9727281787835302,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-12,5944.56982421875,5989.8798828125,5934.14990234375,5945.10986328125,5945.10986328125,119231100,0.5400390625,1,83.27058615269073,76.1300007553072,65.28844590923501,1.5075383975080967,1.8053975454462572,3.2975780442746663,3.6175242203661764,9.053597924493815,8.4885691247781,95.60494955456215,96.150283817132,60.81578755337303,72.23763583848984,81.86017288079196,0.36101892710127864,0.3717947636857563,0.18303134582308606,50.9069685550312,42.30375738705178,8.603211167979417,50.9069685550312,42.30375738705178,8.603211167979417,50.9069685550312,42.30375738705178,8.603211167979417,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-15,5933.6298828125,5953.18994140625,5898.22021484375,5903.56005859375,5903.56005859375,85800100,-30.06982421875,0,87.13212540931065,77.6796982632998,66.25227484194623,0.4533264442579191,1.5075383975080967,3.2476305663849083,3.2975780442746663,9.472562923240261,9.053597924493815,93.68617011767799,95.08518342284815,60.96052503592251,70.66715011813872,80.34797158486948,-0.06682487743009552,0.15585290722898182,0.18479050457558066,57.670666110601815,39.25396395409791,18.4167021565039,57.670666110601815,39.25396395409791,18.4167021565039,57.670666110601815,39.25396395409791,18.4167021565039,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2010-03-16,5935.18994140625,5991.10986328125,5930.33984375,5970.990234375,5970.990234375,96262600,35.80029296875,1,46.5216340961174,65.22416945240995,61.60758157201069,1.1531361618033946,0.4533264442579191,1.8282590523715725,3.2476305663849083,9.044754002481962,9.472562923240261,88.75420966419681,92.68177644547899,58.96359220831649,68.4236527473144,78.48954020140258,-0.5020957068252428,0.060271722475411085,0.2126025500112113,58.99812944988753,32.465141834706905,26.532987615180623,58.99812944988753,32.465141834706905,26.532987615180623,58.99812944988753,32.465141834706905,26.532987615180623,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-17,5999.31005859375,6035.9501953125,5991.2099609375,6024.27978515625,6024.27978515625,117454400,24.9697265625,1,74.9466987321358,73.32302019916078,65.79817487669742,1.8703996909271716,1.1531361618033946,2.129535835331333,1.8282590523715725,8.74032616421497,9.044754002481962,89.31623021537276,90.58553666574919,68.49232971134046,71.15701312431013,79.15182452101229,-0.36158584494899665,-0.04198762312660369,0.21457519313387025,64.7448668355828,30.56950337632174,34.17536345926106,64.7448668355828,30.56950337632174,34.17536345926106,64.7448668355828,30.56950337632174,34.17536345926106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-03-18,6005.2900390625,6039.39013671875,5995.68017578125,6012.31005859375,6012.31005859375,100887700,7.02001953125,1,84.63072201283457,78.03864795573485,68.7053585775985,3.3116932445505523,1.8703996909271716,2.8391832403471686,2.129535835331333,7.365403136003173,8.74032616421497,91.71140411912961,89.92728133289972,67.31487345257291,70.27142754122679,78.11616084532795,0.06533840412332445,0.07266988876646634,0.3410489878259998,72.76048146691755,30.868094406125195,41.89238706079236,72.76048146691755,30.868094406125195,41.89238706079236,72.76048146691755,30.868094406125195,41.89238706079236,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-19,6031.72998046875,6041.9501953125,5956.64990234375,5982.43017578125,5982.43017578125,242229400,-49.2998046875,0,74.87894007222039,74.58374387065001,67.32114988572441,1.5212779816253792,3.3116932445505523,2.7696201832813236,2.8391832403471686,5.881133310825207,7.365403136003173,95.54566240687397,92.19109891379212,59.44656927722562,66.47585808257753,75.60921727560434,0.20527439530327588,-0.03558053385643415,0.2615875466786861,77.2564921620733,28.29128408102475,48.96520808104855,77.2564921620733,28.29128408102475,48.96520808104855,77.2564921620733,28.29128408102475,48.96520808104855,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-22,5960.85009765625,5987.5,5910.85009765625,5987.5,5987.5,104197500,26.64990234375,1,52.30944049638134,66.06563264315737,63.86227622574425,1.1720173632464588,1.5212779816253792,2.724708004761292,2.7696201832813236,5.0223764069469645,5.881133310825207,90.9918877078552,92.74965141128627,68.06447717707019,69.16571559955085,76.31432790115038,-0.1384215559224939,-0.21147700169852557,0.12111358975964169,77.51501140358141,22.839842658026285,54.675168745555126,77.51501140358141,22.839842658026285,54.675168745555126,77.51501140358141,22.839842658026285,54.675168745555126,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1
2010-03-23,5987.08984375,6030.93994140625,5981.35009765625,6017.27001953125,6017.27001953125,106650100,30.18017578125,1,55.70725821686077,66.81585594370326,64.19838855521162,0.8712361472215715,1.1720173632464588,2.535916283132753,2.724708004761292,4.504269706917398,5.0223764069469645,85.5378271242975,90.6917924130089,70.92628556655451,70.2351074979153,76.33871144596768,-0.03517520577545323,-0.0790925287340028,0.12167946567424709,77.23862343755809,18.050763753602368,59.18785968395572,77.23862343755809,18.050763753602368,59.18785968395572,77.23862343755809,18.050763753602368,59.18785968395572,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
2010-03-24,6038.0,6044.64013671875,5964.759765625,6039.0,6039.0,134221200,1.0,1,72.78555649466753,71.1806868604649,66.18712248106797,1.025308961506564,0.8712361472215715,2.5472680287010285,2.535916283132753,4.285791225008097,4.504269706917398,84.8054770228804,87.11173061834437,63.81413829339043,67.28525835498579,74.39747703248636,0.12412397551229021,0.060560653144958454,0.10382819299849622,78.51668429929123,15.463059692268402,63.053624607022826,78.51668429929123,15.463059692268402,63.053624607022826,78.51668429929123,15.463059692268402,63.053624607022826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010-03-25,6043.83984375,6139.5,6038.0498046875,6132.9501953125,6132.9501953125,137339700,89.1103515625,1,80.86409123569966,74.08362671264933,67.60180760727614,1.403920730258846,1.025308961506564,1.5322663675005361,2.5472680287010285,3.6736959318110154,4.285791225008097,89.98192122401889,86.77507512373226,69.1695492273352,69.08483509292694,74.79493012445776,0.7746760588206975,0.2617634525581243,0.17427011385845007,80.3566827406139,13.84244650687286,66.51423623374104,80.3566827406139,13.84244650687286,66.51423623374104,80.3566827406139,13.84244650687286,66.51423623374104,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-03-26,6125.8701171875,6135.9501953125,6105.669921875,6120.0498046875,6120.0498046875,107632900,-5.8203125,0,93.45812636292119,82.81508709727322,72.88412318158626,3.3118790355098997,1.403920730258846,3.094961623653084,1.5322663675005361,4.464330434985935,3.6736959318110154,95.48060422280776,90.08933415656902,79.92976458971525,73.7090634972354,76.72511298529298,0.7475323255408903,0.342710794217893,0.18196598039320644,88.37713376383635,17.490318024076245,70.88681573976011,88.37713376383635,17.490318024076245,70.88681573976011,88.37713376383635,17.490318024076245,70.88681573976011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-03-29,6150.169921875,6172.85009765625,6128.2099609375,6156.85009765625,6156.85009765625,94108000,6.68017578125,1,82.30179175360252,78.57431227252366,71.16827113952257,2.727930614293409,3.3118790355098997,3.7438788297478167,3.094961623653084,4.702512787661057,4.464330434985935,96.32817820965734,93.93023455216134,63.37993420496834,67.5042542169887,73.36521824660326,0.6051480550565295,0.2803230496139543,0.19079345516833882,92.6247250995375,17.390327487821907,75.2343976117156,92.6247250995375,17.390327487821907,75.2343976117156,92.6247250995375,17.390327487821907,75.2343976117156,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2010-03-30,6187.64013671875,6203.5,6135.509765625,6142.4501953125,6142.4501953125,113421500,-45.18994140625,0,88.28547703895956,81.69408155760252,73.11284670469995,0.993753901576851,2.727930614293409,4.447980883308776,3.7438788297478167,5.036144479581492,4.702512787661057,95.33475452123706,95.71451231790074,59.85338712613298,65.40348622233518,71.87887542005414,0.4153834112025667,0.3371767399305006,0.17534722728022173,97.83269353271317,18.07863673679806,79.7540567959151,97.83269353271317,18.07863673679806,79.7540567959151,97.83269353271317,18.07863673679806,79.7540567959151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-03-31,6139.39990234375,6162.18017578125,6108.22998046875,6153.5498046875,6153.5498046875,111937500,14.14990234375,1,73.66672400251338,76.6021371469952,71.09229654124776,0.986454383881821,0.993753901576851,4.172197540862294,4.447980883308776,5.28731553057837,5.036144479581492,89.3933033694057,93.68541203343337,62.56566954247117,65.7730521472976,71.59805932457178,-0.2190072973853977,0.3985847313557328,0.08303107580551848,99.64939803233574,15.916272989136502,83.73312504319924,99.64939803233574,15.916272989136502,83.73312504319924,99.64939803233574,15.916272989136502,83.73312504319924,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2010-04-01,6189.3798828125,6238.56982421875,6186.58984375,6235.56005859375,6235.56005859375,94379800,46.18017578125,1,77.8981691828607,77.84401548008546,71.7405903291431,0.40055336260341856,0.986454383881821,3.447360493614701,4.172197540862294,5.367241485376952,5.28731553057837,86.09086229197662,90.27297339420647,59.69384479911273,64.08395321326891,70.32462920358145,0.03914724339004444,0.35989388942659917,0.13242243497321046,100.82257526243939,13.671560175392102,87.15101508704728,100.82257526243939,13.671560175392102,87.15101508704728,100.82257526243939,13.671560175392102,87.15101508704728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010-04-06,6250.009765625,6265.31982421875,6214.18017578125,6252.2099609375,6252.2099609375,93393200,2.2001953125,1,92.05222744020271,84.79884729219258,76.01973853231235,2.688874282352972,0.40055336260341856,3.5042347007756365,3.447360493614701,5.955083324606974,5.367241485376952,87.5851985478361,87.68978806973946,68.13590304322652,67.07500103739036,71.38424282775827,0.2167680113105117,0.41035075516481345,0.2290355869690516,107.13488451202375,15.98709553998117,91.14778897204258,107.13488451202375,15.98709553998117,91.14778897204258,107.13488451202375,15.98709553998117,91.14778897204258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-04-07,6248.3701171875,6256.39990234375,6208.52001953125,6222.41015625,6222.41015625,91074400,-25.9599609375,0,93.34927652803819,85.85084863749658,76.78821573020235,2.7759945257794794,2.688874282352972,3.1112771193324145,3.5042347007756365,5.978846510440971,5.955083324606974,93.0183788757608,88.89814657185785,62.470484841287245,64.79840387435863,69.92548988966075,0.6842745865124971,0.33988705236872696,0.297290328483592,112.18771292003657,16.831939158395187,95.35577376164139,112.18771292003657,16.831939158395187,95.35577376164139,112.18771292003657,16.831939158395187,95.35577376164139,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-04-08,6199.93994140625,6207.14013671875,6138.02001953125,6171.830078125,6171.830078125,104473900,-28.10986328125,0,64.91013508628009,75.0112174845236,72.32108739434938,0.7820549459312041,2.7759945257794794,3.1181337118471344,3.1112771193324145,5.961900276396949,5.978846510440971,94.43730932149832,91.68029558169842,57.606950831674084,62.3813647114125,68.33795915448644,0.3253663163279033,0.1385784391825038,0.25531659261793505,112.4907967641202,13.70801840198304,98.78277836213717,112.4907967641202,13.70801840198304,98.78277836213717,112.4907967641202,13.70801840198304,98.78277836213717,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1
2010-04-09,6226.259765625,6254.490234375,6216.60009765625,6249.7001953125,6249.7001953125,95227700,23.4404296875,1,36.555811504845906,60.00779196875932,65.36985025219575,2.135214174589016,0.7820549459312041,2.676518891355363,3.1181337118471344,5.853529578329088,5.961900276396949,85.9405692371693,91.13208581147614,66.53467946072071,65.5255949553488,69.49322271153342,0.01733970490255058,0.1436657082523464,0.22161626243845198,107.41143118738728,6.902922260200086,100.5085089271872,107.41143118738728,6.902922260200086,100.5085089271872,107.41143118738728,6.902922260200086,100.5085089271872,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-04-12,6283.81005859375,6285.02978515625,6223.77978515625,6250.68994140625,6250.68994140625,113736900,-33.1201171875,0,68.41629800542341,70.57783868095856,70.1298844779477,2.076437996851427,2.135214174589016,2.7909086884233245,2.676518891355363,5.915378387030924,5.853529578329088,85.70455795638107,88.69414550501624,71.90983839048903,67.97346947470645,70.44032525195074,0.10541078486335966,0.20666023606413267,0.2808237036404642,108.41967056886642,6.328929313343366,102.09074125552306,108.41967056886642,6.328929313343366,102.09074125552306,108.41967056886642,6.328929313343366,102.09074125552306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010-04-13,6236.27978515625,6251.4599609375,6199.7099609375,6230.830078125,6230.830078125,100154400,-5.44970703125,0,68.71582057409856,70.69270086729281,70.18597815666283,2.3742535144465964,2.076437996851427,2.4117088466183048,2.7909086884233245,5.526161576678771,5.915378387030924,86.68053972321134,86.10855563892058,68.35655892698892,67.01294691231236,69.77959322035336,0.1757501467487955,0.31515397360031033,0.3594622683852048,108.05300401119075,4.769810204534153,103.2831938066566,108.05300401119075,4.769810204534153,103.2831938066566,108.05300401119075,4.769810204534153,103.2831938066566,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
2010-04-14,6269.47998046875,6305.14990234375,6249.919921875,6278.39990234375,6278.39990234375,119609300,8.919921875,1,53.4571680509586,64.7730499021091,67.44888888986138,0.5853979753410854,2.3742535144465964,1.6778228962276875,2.4117088466183048,4.774523071797801,5.526161576678771,89.83100892420009,87.40536886793085,62.82103928465537,64.83247353798698,68.48397158835604,0.2512183656123884,0.23990038769639938,0.30441849649344044,104.95009377962288,1.3335199783730047,103.61657380124987,104.95009377962288,1.3335199783730047,103.61657380124987,104.95009377962288,1.3335199783730047,103.61657380124987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2010-04-15,6286.6298828125,6310.759765625,6249.740234375,6291.4501953125,6291.4501953125,108953700,4.8203125,1,74.1115458345721,71.45313542519807,70.42409229618796,1.247867420742755,0.5853979753410854,1.9976791955910265,1.6778228962276875,4.219293219690126,4.774523071797801,88.68029157655364,88.39728007465503,66.65396759602206,66.18783726085788,68.9031596341367,0.03074185866344734,0.12040785043762041,0.27261206848668923,105.11777010248716,1.2009570409898203,103.91681306149734,105.11777010248716,1.2009570409898203,103.91681306149734,105.11777010248716,1.2009570409898203,103.91681306149734,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-04-16,6264.64990234375,6305.39990234375,6162.83984375,6180.89990234375,6180.89990234375,195883500,-83.75,0,78.10916651187348,73.08660471149591,71.2017532465846,1.6627839921248002,1.247867420742755,2.340357222316424,1.9976791955910265,3.5900924636460583,4.219293219690126,89.37920555066133,89.29683535047171,64.77582214734744,65.4494947979938,68.33710740253841,0.19483589590769113,0.11033432944712444,0.22657740452321,105.09226614665386,0.9403624681252012,104.15190367852865,105.09226614665386,0.9403624681252012,104.15190367852865,105.09226614665386,0.9403624681252012,104.15190367852865,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
2010-04-19,6158.60009765625,6190.85986328125,6140.3798828125,6162.43994140625,6162.43994140625,133583500,3.83984375,1,26.369313808310864,46.68554274711258,57.42677409694582,3.15676936894448,1.6627839921248002,2.705682187474826,2.340357222316424,3.3795052303412163,3.5900924636460583,73.91407350697239,83.9911902113958,90.7039009628204,76.46545629447012,73.66440399781747,-0.2415128350543442,-0.03236140505195343,0.045796341708258706,95.05582496270654,-7.276862972657696,102.33268793536423,95.05582496270654,-7.276862972657696,102.33268793536423,95.05582496270654,-7.276862972657696,102.33268793536423,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
2010-04-20,6193.5,6267.5400390625,6172.56982421875,6264.22998046875,6264.22998046875,133489200,70.72998046875,1,22.616843116811367,43.61617545940934,55.496059960561006,3.6683428161960157,3.15676936894448,2.84248719769572,2.705682187474826,3.1067045985849315,3.3795052303412163,52.122421397614126,71.80523348508262,77.29592746479507,72.75319732039131,72.00093443030151,-0.2807479680862572,-0.04806878990122564,0.0377618748066592,84.6366696017767,-14.156814666870034,98.79348426864674,84.6366696017767,-14.156814666870034,98.79348426864674,84.6366696017767,-14.156814666870034,98.79348426864674,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1
2010-04-21,6280.5400390625,6281.3798828125,6229.18017578125,6230.3798828125,6230.3798828125,149364800,-50.16015625,0,64.45456710264796,60.375365085607676,62.9024697852273,2.8555649690593543,3.6683428161960157,2.903984863619142,2.84248719769572,3.0398851171904697,3.1067045985849315,46.82453232329832,57.62034240929495,86.56398419528092,77.37423444880797,74.37501930247248,-0.08402265937293191,0.0125365632541247,0.09744530337010986,83.62899635701069,-12.131590329308835,95.76058668631953,83.62899635701069,-12.131590329308835,95.76058668631953,83.62899635701069,-12.131590329308835,95.76058668631953,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010-04-22,6229.22998046875,6286.35986328125,6141.06982421875,6168.72021484375,6168.72021484375,174052000,-60.509765625,0,50.76395261284161,54.132834398729614,59.364336231107686,2.7223144486820465,2.8555649690593543,2.88473010929535,2.903984863619142,2.7007299224253125,3.0398851171904697,54.701396640636865,51.21611678718312,75.10922514060324,73.77783912356777,72.78493690273129,-0.08439431622225572,-0.12470474414904213,0.06356851530005546,79.1861790860321,-13.259526080229946,92.44570516626204,79.1861790860321,-13.259526080229946,92.44570516626204,79.1861790860321,-13.259526080229946,92.44570516626204,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
